idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
1553	"Det er let at mobilisere "" hellig forargelse "" over det , man selv anser for "" himmelråbende uvidenhed "" , ( som Beinov f.eks. gør ) , men spørgsmålet er efterhånden , om begrebet almen dannelse findes som en størrelse , et større antal danskere kan blive blot nogenlunde enige om ?"	det er let at mobilisere hellig forargelse over det man selv anser for himmelråbende uvidenhed som beinov f.eks. gør men spørgsmålet er efterhånden om begrebet almen dannelse findes som en størrelse et større antal danskere kan blive blot nogenlunde enige om	O C O O C O O O O O O C O O O O O O C O O C O O O O O C O O O O O O O C C O O O O	det er let at mobilisere hellig forargelse over det man anser selv for himmelråbende uvidenhed som beinov f.eks. gør men spørgsmålet efterhånden er om begrebet findes almen dannelse som en størrelse et større antal danskere blive kan blot nogenlunde enige om	O C O O C O O O O O F O O O O O O O C O O O F O O F O O O O O O O O O F F O O O O
1554	Hun kiggede tværs over gaden , imens den blå røg fra knallerterne spredtes , og drønet fra bollespisernes motorer fortabte sig i det fjerne .	hun kiggede tværs over gaden imens den blå røg fra knallerterne spredtes og drønet fra bollespisernes motorer fortabte sig i det fjerne	O C O O O O O O O O O C O O O O O C O O O O	hun tværs over gaden kiggede imens den blå røg fra knallerterne spredtes og drønet fra fortabte bollespisernes motorer sig i det fjerne	O O O O F O O O O O O C O O O F O O O O O O
1555	Åndemaneren kan få sine stammefrænder til at se ham i ulveham , men den illusion køber vi ikke her til lands , for her tror vi ikke på trolddom , vel ?	åndemaneren kan få sine stammefrænder til at se ham i ulveham men den illusion køber vi ikke her til lands for her tror vi ikke på trolddom vel	O C C O O O O C O O O O O O C O O O O O O O C O O O O O	åndemaneren kan få sine stammefrænder til at se ham i ulveham køber men den illusion vi ikke her til lands for her tror vi ikke på trolddom vel	O C C O O O O C O O O F O O O O O O O O O O C O O O O O
1556	Om et øjeblik slippes de ind .	om et øjeblik slippes de ind	O O O C O O	om et øjeblik de slippes ind	O O O O F O
1557	Den interesse deler hun fuld og helt med sin mand prins Henrik .	den interesse deler hun fuld og helt med sin mand prins henrik	O O C O O O O O O O O O	den interesse deler hun fuld og helt med sin mand prins henrik	O O C O O O O O O O O O
1558	Alle de øvrige politiske partier betragter uden undtagelse Sinn Fein som den politiske fløj af IRA - Den irske republikanske Hær , og de anser det ikke for usandsynligt , at partiets formand og underhusmedlem Gerry Adams også er IRAs øverste chef .	alle de øvrige politiske partier betragter uden undtagelse sinn fein som den politiske fløj af ira den irske republikanske hær og de anser det ikke for usandsynligt at partiets formand og underhusmedlem gerry adams også er iras øverste chef	O O O O O C O O O O O O O O O O O O O O O O C O O O O O O O O O O O O C O O O	alle de øvrige politiske partier betragter uden undtagelse sinn fein som den politiske fløj af ira den irske republikanske hær og de det ikke for usandsynligt at partiets formand er anser og underhusmedlem gerry adams også iras øverste chef	O O O O O C O O O O O O O O O O O O O O O O O O O O O O O F F O O O O O O O O
1559	- Han arbejder altid og det kan jeg ikke holde ud .	han arbejder altid og det kan jeg ikke holde ud	O C O O O C O O C O	han arbejder altid og det kan jeg ikke ud holde	O C O O O C O O O F
1560	Nej , nej , det måtte statsfjernsynet længere ud på landet med .	nej nej det måtte statsfjernsynet længere ud på landet med	O O O C O O O O O O	nej nej det statsfjernsynet længere ud måtte på landet med	O O O O O O F O O O
1561	Han er tavs og sammenbidt , en mand med en ulykkelig kærlighed bag sig , fuld af faglig stolthed og klædelig selvforagt .	han er tavs og sammenbidt en mand med en ulykkelig kærlighed bag sig fuld af faglig stolthed og klædelig selvforagt	O C O O O O O O O O O O O O O O O O O O	han tavs er og sammenbidt en mand med en ulykkelig kærlighed bag sig fuld af faglig stolthed og klædelig selvforagt	O O F O O O O O O O O O O O O O O O O O
1562	Det er hans navn , der står på posten .	det er hans navn der står på posten	O C O O O C O O	det hans er navn der står på posten	O O F O O C O O
1563	""" De var så rutinerede , at de ikke accepterede et nederlag , før kampens sidste fløjt ."	de var så rutinerede at de ikke accepterede et nederlag før kampens sidste fløjt	O C O O O O O C O O O O O O	de var så rutinerede at de ikke et nederlag accepterede før kampens sidste fløjt	O C O O O O O O O F O O O O
1564	Det er dem , der ikke kan løse den ellers meget simple opgave kropsligt , men lige skal en tur over den logiske del af hjernen for at regne ud , hvad der er arm , hvad der er højre og hvad der er op .	det er dem der ikke kan løse den ellers meget simple opgave kropsligt men lige skal en tur over den logiske del af hjernen for at regne ud hvad der er arm hvad der er højre og hvad der er op	O C O O O C C O O O O O O O O C O O O O O O O O O O C O O O C O O O C O O O O C O	det dem er der ikke kan løse den ellers meget simple opgave kropsligt men lige en tur over den logiske del af hjernen skal for regne er at ud hvad der arm hvad der er højre og hvad er der op	O O F O O C C O O O O O O O O O O O O O O O O F O F F O O O O O O O C O O O F O O
1565	Loven fremmer en klar ansvarsplacering og det selvstyre , der skal til for at skabe fornyelse .	loven fremmer en klar ansvarsplacering og det selvstyre der skal til for at skabe fornyelse	O C O O O O O O O C O O O C O	loven fremmer en klar ansvarsplacering og det selvstyre der skal til skabe for at fornyelse	O C O O O O O O O C O F O O O
1566	Himlen bliver rød af dens flammer ; fuglene flakser med rygende fjer og styrter i spiraler mod jorden .	himlen bliver rød af dens flammer fuglene flakser med rygende fjer og styrter i spiraler mod jorden	O C O O O O O C O C O O C O O O O	himlen bliver rød af dens flammer flakser fuglene med rygende fjer og i spiraler mod jorden styrter	O C O O O O F O O C O O O O O O F
1567	Og det er da et udmærket sigte .	og det er da et udmærket sigte	O O C O O O O	og det er da et udmærket sigte	O O C O O O O
1568	Reklamer og andre adresseløse forsendelser går i USA under betegnelsen junkmail , og det er enorme mængder , der distribueres .	reklamer og andre adresseløse forsendelser går i usa under betegnelsen junkmail og det er enorme mængder der distribueres	O O O O O C O O O O O O O C O O O C	reklamer og andre adresseløse forsendelser i er usa under betegnelsen junkmail og det går enorme mængder der distribueres	O O O O O O F O O O O O O F O O O C
1569	Men den blev drejet !	men den blev drejet	O O C C	men den blev drejet	O O C C
1570	Hvad synes du er godt ?	hvad synes du er godt	O C O C O	hvad synes er du godt	O C F O O
1571	Nok engang stod man på bar bund i efterforskningen , selv om alle tænkelige kræfter havde været sat ind såvel lokalt som nationalt lige efter bortførslen gennem de forskellige myndigheder .	nok engang stod man på bar bund i efterforskningen selv om alle tænkelige kræfter havde været sat ind såvel lokalt som nationalt lige efter bortførslen gennem de forskellige myndigheder	O O C O O O O O O O O O O O C C C O O O O O O O O O O O O	nok været engang man på bar bund i efterforskningen selv om alle tænkelige kræfter stod sat ind såvel havde lokalt som nationalt lige efter bortførslen gennem de forskellige myndigheder	O F O O O O O O O O O O O O F F O O F O O O O O O O O O O
1572	Det er således gennem den økonomiske vækst , at der skabes både betingelser og behov for handel landene imellem .	det er således gennem den økonomiske vækst at der skabes både betingelser og behov for handel landene imellem	O C O O O O O O O C O O O O O O O O	det er således gennem den økonomiske vækst at der skabes både betingelser og behov for handel landene imellem	O C O O O O O O O C O O O O O O O O
1573	Byggeriet er budgetteret til 100 millioner kroner .	byggeriet er budgetteret til 100 millioner kroner	O C C O O O O	byggeriet er budgetteret til 100 millioner kroner	O C C O O O O
1574	""" Vi har programmeret det hele fra bunden i Turbo Pascal , og det har nok snydt os lidt med tiden , "" fortæller John Marrot fra firmaet Scansoft , der har stået for programmeringen ."	vi har programmeret det hele fra bunden i turbo pascal og det har nok snydt os lidt med tiden fortæller john marrot fra firmaet scansoft der har stået for programmeringen	O C C O O O O O O O O O C O C O O O O C O O O O O O C C O O	vi det hele fra bunden i turbo pascal programmeret og fortæller stået det nok os lidt med tiden snydt har john har marrot fra firmaet scansoft har der for programmeringen	O O O O O O O O F O F F O O O O O O F F O F O O O O F O O O
1575	Det mærkede vi straks på stationen i den provinsby , vi bor i .	det mærkede vi straks på stationen i den provinsby vi bor i	O C O O O O O O O O C O	det mærkede vi straks på stationen i den provinsby vi bor i	O C O O O O O O O O C O
1576	Folk her bad selv om det .	folk her bad selv om det	O O C O O O	folk her bad selv om det	O O C O O O
1577	Birthe har allerede et skod i flaben .	birthe har allerede et skod i flaben	O C O O O O O	birthe har allerede et skod i flaben	O C O O O O O
1578	""" Marseille var bare det rene paradis for mig ."	marseille var bare det rene paradis for mig	O C O O O O O O	marseille var bare det rene paradis for mig	O C O O O O O O
1579	Stemmningen er helt tydelig	stemmningen er helt tydelig	O C O O	stemmningen er helt tydelig	O C O O
1580	Det blev aldrig færdigt , men næsten en kilometer tunnel blev fuldført .	det blev aldrig færdigt men næsten en kilometer tunnel blev fuldført	O C O O O O O O O C C	det aldrig færdigt men næsten en kilometer tunnel fuldført blev blev	O O O O O O O O F C F
1581	Da hun således var i Berlin i 1960 , blev hun foruden den officielle hyldest også mødt af folk , der hujede og piftede ad hende og kaldte hende landsforræder .	da hun således var i berlin i 1960 blev hun foruden den officielle hyldest også mødt af folk der hujede og piftede ad hende og kaldte hende landsforræder	O O O C O O O O C O O O O O O C O O O C O O O C O C O O	da hun således var i berlin i 1960 hun foruden den officielle hyldest også mødt blev af folk der hujede ad hende og piftede kaldte og hende landsforræder	O O O C O O O O O O O O O O F F O O O C O O O C F O O O
1582	"Eller med Preben Nygaards ord : "" Hvis Hafnia har en majoritet , kan det få andre til at blive væk . """	eller med preben nygaards ord hvis hafnia har en majoritet kan det få andre til at blive væk	O O O O O O O C O O C O C O O O C O	eller med preben nygaards ord hvis hafnia har en majoritet få det kan andre til at blive væk	O O O O O O O C O O F O F O O O C O
1583	Nu gjorde det ondt .	nu gjorde det ondt	O C O O	nu gjorde det ondt	O C O O
1584	""" Hun ved også , hvad der er i , "" tilføjer en nyansat kollega ."	hun ved også hvad der er i tilføjer en nyansat kollega	O C O O O C O C O O O	hun er også ved hvad der i tilføjer en nyansat kollega	O F O F O O O C O O O
1585	Bodil er 49 år .	bodil er 49 år	O C O O	bodil er 49 år	O C O O
1586	Infas-prognosen viser også , at Iliescus tilhængere i gruppen DNSF bliver den største gruppe i parlamentet .	infas-prognosen viser også at iliescus tilhængere i gruppen dnsf bliver den største gruppe i parlamentet	O C O O O O O O O C O O O O O	infas-prognosen viser også at iliescus tilhængere i gruppen dnsf bliver den største gruppe i parlamentet	O C O O O O O O O C O O O O O
1587	"Tekniske eksperter har nu slået fast , at eksplosionen skyldtes en meget kraftig bombe , og alt tyder på , at bomben blev afleveret af postbudet , der klokken 8.45 mandag lagde den tykke prøvekuvert i "" Internationale Socialisters "" postkasse ."	tekniske eksperter har nu slået fast at eksplosionen skyldtes en meget kraftig bombe og alt tyder på at bomben blev afleveret af postbudet der klokken 8.45 mandag lagde den tykke prøvekuvert i internationale socialisters postkasse	O O C O C O O O C O O O O O O C O O O C C O O O O O O C O O O O O O O	tekniske eksperter nu har fast slået at eksplosionen en meget kraftig bombe skyldtes og alt tyder på at bomben blev afleveret af postbudet der klokken 8.45 mandag den tykke prøvekuvert i internationale socialisters postkasse lagde	O O O F O F O O O O O O F O O C O O O C C O O O O O O O O O O O O O F
1588	Jeg lover , at du får en hakkebøf , du aldrig vil glemme .	jeg lover at du får en hakkebøf du aldrig vil glemme	O C O O C O O O O C C	jeg lover at du får en hakkebøf glemme du aldrig vil	O C O O C O O F O O F
1589	Og han betaler for den med sit liv .	og han betaler for den med sit liv	O O C O O O O O	og han for den betaler med sit liv	O O O O F O O O
1590	Så ville han kunne se , at hun har tårer i øjnene .	så ville han kunne se at hun har tårer i øjnene	O C O C C O O C O O O	så ville se han kunne at hun har tårer i øjnene	O C F O F O O C O O O
