idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
6087	"Dagegen hat Balleis mehrfach angekündigt , die bereits seit den 1960er Jahren diskutierte "" Kosbacher Brücke "" als vierte Querung des Regnitzgrundes für den innerstädtischen Verkehr errichten zu wollen ;"	dagegen hat balleis mehrfach angekündigt die bereits seit den 1960er jahren diskutierte kosbacher brücke als vierte querung des regnitzgrundes für den innerstädtischen verkehr errichten zu wollen	O C O O C O O O O O O O O O O O O O O O O O O C O C	dagegen balleis mehrfach angekündigt hat die bereits seit den 1960er jahren diskutierte kosbacher brücke als vierte querung des regnitzgrundes für den innerstädtischen verkehr errichten zu wollen	O O O F F O O O O O O O O O O O O O O O O O O C O C
6088	Die Anlage wurde später mehrfach erweitert , einige erhaltene Bauten gehören heute zu dem ansonsten nach 1995 auf den Schlachthof - Areal neu erbauten Sitz des Mitteldeutschen Rundfunks ( MDR ) .	die anlage wurde später mehrfach erweitert einige erhaltene bauten gehören heute zu dem ansonsten nach 1995 auf den schlachthof areal neu erbauten sitz des mitteldeutschen rundfunks mdr	O O C O O C O O O C O O O O O O O O O O O O O O O O O	die anlage später mehrfach wurde erweitert einige erhaltene bauten heute gehören zu dem ansonsten nach 1995 auf den schlachthof areal neu erbauten sitz des mitteldeutschen rundfunks mdr	O O O O F C O O O O F O O O O O O O O O O O O O O O O
6089	Der Vater schäumt vor Wut .	der vater schäumt vor wut	O O C O O	der vater schäumt vor wut	O O C O O
6090	Mit dem Tod des Organismus beginnt Kohlenstoff 14 mit einer konstanten Geschwindigkeit zu zerfallen ;	mit dem tod des organismus beginnt kohlenstoff 14 mit einer konstanten geschwindigkeit zu zerfallen	O O O O O C O O O O O O O C	mit dem tod des organismus kohlenstoff 14 beginnt mit einer konstanten geschwindigkeit zu zerfallen	O O O O O O O F O O O O O C
6091	Der Verfassungsartikel « für Qualität und Wirtschaftlichkeit in der Krankenversicherung » ist ein Gegenentwurf auf die zurückgezogene Schweizer Volksinitiative « Für tiefere Krankenkassenprämien in der Grundversicherung » .	der verfassungsartikel « für qualität und wirtschaftlichkeit in der krankenversicherung » ist ein gegenentwurf auf die zurückgezogene schweizer volksinitiative « für tiefere krankenkassenprämien in der grundversicherung »	O O O O O O O O O O O C O O O O O O O O O O O O O O O	der verfassungsartikel « für qualität und wirtschaftlichkeit in der krankenversicherung » ein ist gegenentwurf auf die zurückgezogene schweizer volksinitiative « für tiefere krankenkassenprämien in der grundversicherung »	O O O O O O O O O O O O F O O O O O O O O O O O O O O
6092	Nachdem er 2007 schon als Stagiaire für Gerolsteiner unterwegs war , bekam er nun seinen ersten Profi - Vertrag in der Pro Tour und unterschrieb für zwei Jahre bei Gerolsteiner .	nachdem er 2007 schon als stagiaire für gerolsteiner unterwegs war bekam er nun seinen ersten profi vertrag in der pro tour und unterschrieb für zwei jahre bei gerolsteiner	O O O O O O O O O C C O O O O O O O O O O O C O O O O O	nachdem er 2007 schon als stagiaire für gerolsteiner unterwegs war bekam er nun seinen ersten profi vertrag in der pro tour und unterschrieb für zwei jahre bei gerolsteiner	O O O O O O O O O C C O O O O O O O O O O O C O O O O O
6093	Die durchschnittliche Jahrestemperatur beträgt 26,7 Grad Celsius .	die durchschnittliche jahrestemperatur beträgt 26,7 grad celsius	O O O C O O O	die durchschnittliche jahrestemperatur beträgt 26,7 grad celsius	O O O C O O O
6094	Die Franzosen stimmten zu , ermöglichte ihnen diese Entwicklung doch auch , die Irokesen als Puffer zwischen ihren und den englischen Gebieten sehen zu können .	die franzosen stimmten zu ermöglichte ihnen diese entwicklung doch auch die irokesen als puffer zwischen ihren und den englischen gebieten sehen zu können	O O C O C O O O O O O O O O O O O O O O C O C	die franzosen stimmten zu ermöglichte ihnen diese entwicklung doch auch die irokesen als puffer zwischen ihren und den englischen gebieten sehen zu können	O O C O C O O O O O O O O O O O O O O O C O C
6095	"Ohne die unterschiedlichen Klasseninteressen verneinen zu wollen , sei es das Ziel Volksheims , den Gegensatz durch "" das höhere Recht des geschichtlich gewordenen Volksganzen und die höhere Pflicht der Einordnung in die Gemeinschaft "" zu überbrücken ."	ohne die unterschiedlichen klasseninteressen verneinen zu wollen sei es das ziel volksheims den gegensatz durch das höhere recht des geschichtlich gewordenen volksganzen und die höhere pflicht der einordnung in die gemeinschaft zu überbrücken	O O O O C O C C O O O O O O O O O O O O O O O O O O O O O O O O C	ohne wollen die unterschiedlichen klasseninteressen zu verneinen es das sei ziel volksheims den gegensatz durch das höhere recht des geschichtlich gewordenen volksganzen und die höhere pflicht der einordnung überbrücken in die gemeinschaft zu	O F O O O O F O O F O O O O O O O O O O O O O O O O O O F O O O O
6096	WK in Deutschland entwickelt und revolutionierte die Waffenherstellung .	wk in deutschland entwickelt und revolutionierte die waffenherstellung	O O O C O O O C	wk in deutschland die und revolutionierte waffenherstellung entwickelt	O O O O O C O F
6097	Er bestand aus durchschnittlich 10 Angehörigen und mehrere Haushalte bildeten ein Dorf , während jeder Stamm aus einem bis achtzehn Dörfern bestehen konnte .	er bestand aus durchschnittlich 10 angehörigen und mehrere haushalte bildeten ein dorf während jeder stamm aus einem bis achtzehn dörfern bestehen konnte	O C O O O O O O O C O O O O O O O O O O C C	er bestand aus durchschnittlich 10 angehörigen und bildeten mehrere haushalte ein dorf während jeder stamm konnte aus einem bis achtzehn dörfern bestehen	O C O O O O O F O O O O O O O F O O O O O F
6098	Von 1724 ist bekannt , dass Andreas Müller in der Grünewalder Dorfmühle arbeitete , sein Sohn wohnte und arbeitete in der Mückenberger Schlossmühle der Benedicta Freifrau von Löwendal .	von 1724 ist bekannt dass andreas müller in der grünewalder dorfmühle arbeitete sein sohn wohnte und arbeitete in der mückenberger schlossmühle der benedicta freifrau von löwendal	O O C O O O O O O O O C O O C O O O O O O O O O O C	von 1724 ist bekannt dass andreas müller arbeitete in der grünewalder dorfmühle sein sohn in arbeitete und der mückenberger schlossmühle der wohnte benedicta freifrau von löwendal	O O C O O O O F O O O O O O O F O O O O O F O O O O
6099	"Ich habe dabei geholfen , dieses Problem zu beseitigen . """	ich habe dabei geholfen dieses problem zu beseitigen	O C O C O O O C	ich habe dabei geholfen beseitigen dieses problem zu	O C O C F O O O
6100	Dominiert wird es durch einen Portikus mit sechs korinthischen Säulen .	dominiert wird es durch einen portikus mit sechs korinthischen säulen	C C O O O O O O O O	es wird dominiert durch einen portikus mit sechs korinthischen säulen	O C F O O O O O O O
6101	Nach der Volkszählung von 2000 vereinigte Lanai City 99 Prozent der Einwohner der Insel auf sich ( 3164 von 3193 ) .	nach der volkszählung von 2000 vereinigte lanai city 99 prozent der einwohner der insel auf sich 3164 von 3193	O O O O O C O O O O O O O O O O O O O	nach der volkszählung von 2000 lanai city 99 prozent der einwohner der insel vereinigte auf sich 3164 von 3193	O O O O O O O O O O O O O F O O O O O
6102	Die Einnahme von Milet erwies sich als weitreichender Erfolg .	die einnahme von milet erwies sich als weitreichender erfolg	O O O O C O O O O	die einnahme von milet erwies sich als weitreichender erfolg	O O O O C O O O O
6103	Der Gott wird unter Aurelian aber auch mit Peitsche in der einen und Weltkugel in der anderen Hand oder die Weltkugel dem Kaiser übergebend oder auch mit dem Viergespann gezeigt .	der gott wird unter aurelian aber auch mit peitsche in der einen und weltkugel in der anderen hand oder die weltkugel dem kaiser übergebend oder auch mit dem viergespann gezeigt	O O C O O O O O O O O O O O O O O O O O O O O O O O O O O C	der gott unter gezeigt aurelian aber auch mit peitsche in der einen und weltkugel in der anderen hand oder wird die weltkugel dem kaiser übergebend oder auch mit dem viergespann	O O O F O O O O O O O O O O O O O O O F O O O O O O O O O O
6104	Die Arten sind di - , tetra - oder hexaploid .	die arten sind di tetra oder hexaploid	O O C O O O O	die arten sind di tetra oder hexaploid	O O C O O O O
6105	Normalerweise werden die einzelnen Glasstücke eines Fensters mit Schablonen zugeschnitten , die nach einer genauen Vorlagenzeichnung angefertigt werden .	normalerweise werden die einzelnen glasstücke eines fensters mit schablonen zugeschnitten die nach einer genauen vorlagenzeichnung angefertigt werden	O C O O O O O O O C O O O O O C C	normalerweise werden die einzelnen glasstücke eines fensters mit schablonen zugeschnitten die werden nach einer genauen vorlagenzeichnung angefertigt	O C O O O O O O O C O F O O O O F
6106	In Deutschland bedürfen sie keiner Bewertung durch das Umweltbundesamt .	in deutschland bedürfen sie keiner bewertung durch das umweltbundesamt	O O C O O O O O O	in deutschland bedürfen sie keiner bewertung durch das umweltbundesamt	O O C O O O O O O
6107	Das Körperskelett der Rennratten ähnelt eher dem der Wühlmäuse als dem der Hamster .	das körperskelett der rennratten ähnelt eher dem der wühlmäuse als dem der hamster	O O O O C O O O O O O O O	das körperskelett der rennratten eher dem der wühlmäuse als ähnelt dem der hamster	O O O O O O O O O F O O O
6108	"Sie bildeten auch das politische Grundkonzept einer weiteren Bewegung , der "" Diretas Já "" , jene das Ende der Militärdiktatur einleiteten ."	sie bildeten auch das politische grundkonzept einer weiteren bewegung der diretas já jene das ende der militärdiktatur einleiteten	O C O O O O O O O O O O O O O O O C	sie bildeten auch das politische grundkonzept einer weiteren bewegung der diretas já jene das ende einleiteten der militärdiktatur	O C O O O O O O O O O O O O O F O O
6109	"Dodenhoff : "" So war mein Abschied aus Bremerhaven tieftraurig und wunderschön zugleich "" ."	dodenhoff so war mein abschied aus bremerhaven tieftraurig und wunderschön zugleich	O O C O O O O O O O O	dodenhoff so war mein abschied aus bremerhaven tieftraurig und wunderschön zugleich	O O C O O O O O O O O
6110	Letztlich reichte den Hatchetmen ein Tor von Mark Dickson in der zweiten Hälfte , um sich mit einem knappen und letztlich auch glücklichen 1:0 Sieg nach 41 langen Jahren wieder den Pokal zu sichern .	letztlich reichte den hatchetmen ein tor von mark dickson in der zweiten hälfte um sich mit einem knappen und letztlich auch glücklichen 1:0 sieg nach 41 langen jahren wieder den pokal zu sichern	O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C	letztlich reichte den hatchetmen ein tor von mark dickson in der zweiten hälfte um sich mit einem knappen und letztlich auch glücklichen 1:0 sieg sichern nach 41 langen jahren wieder den pokal zu	O C O O O O O O O O O O O O O O O O O O O O O O F O O O O O O O O
6111	Politisch trat er kaum in Erscheinung ;	politisch trat er kaum in erscheinung	O C O O O O	politisch trat er kaum in erscheinung	O C O O O O
6112	"Für "" Normale "" ist es beispielsweise unvorstellbar , dass ein Mann seine Frau mit einem Hut verwechseln kann ."	für normale ist es beispielsweise unvorstellbar dass ein mann seine frau mit einem hut verwechseln kann	O O C O O O O O O O O O O O C C	für normale ist es beispielsweise unvorstellbar dass ein mann seine frau mit einem hut kann verwechseln	O O C O O O O O O O O O O O F F
6113	Er wird noch heute sehr verehrt .	er wird noch heute sehr verehrt	O C O O O C	er verehrt noch heute wird sehr	O F O O F O
6114	Wittes Pepton erlangte durch die bakteriellen Forschungen von Robert Koch sogar Weltruf .	wittes pepton erlangte durch die bakteriellen forschungen von robert koch sogar weltruf	O O C O O O O O O O O O	wittes pepton erlangte durch die bakteriellen forschungen von robert koch sogar weltruf	O O C O O O O O O O O O
6115	Pfitzners Oper ist stark von den Werken Richard Wagners geprägt .	pfitzners oper ist stark von den werken richard wagners geprägt	O O C O O O O O O O	pfitzners oper ist stark von den werken richard wagners geprägt	O O C O O O O O O O
6116	In ersten Meldungen bezeichnete der Übergangsrat diese als Anhänger Gaddafis , ein Standpunkt , dem der Libyen - Beauftragte der UNO Ian Martin widersprach .	in ersten meldungen bezeichnete der übergangsrat diese als anhänger gaddafis ein standpunkt dem der libyen beauftragte der uno ian martin widersprach	O O O C O O O O O O O O O O O O O O O O C	in ersten meldungen der übergangsrat bezeichnete diese als anhänger gaddafis ein standpunkt dem der libyen beauftragte der uno ian martin widersprach	O O O O O F O O O O O O O O O O O O O O C
6117	Bis Mitte der 1980er Jahre folgten vor allem Auftritte in verschiedenen Fernsehproduktionen .	bis mitte der 1980er jahre folgten vor allem auftritte in verschiedenen fernsehproduktionen	O O O O O C O O O O O O	bis mitte der 1980er jahre vor allem auftritte in verschiedenen fernsehproduktionen folgten	O O O O O O O O O O O F
6118	Er erhielt für seinen Einsatz in Frankreich das Eiserne Kreuz 1 .	er erhielt für seinen einsatz in frankreich das eiserne kreuz 1	O C O O O O O O O O O	er erhielt für seinen einsatz in frankreich das eiserne kreuz 1	O C O O O O O O O O O
6119	Penrose , der selbst zeitlebens nur zwei große Einzelausstellungen in eigenen Räumen bestritten hatte -- 1939 und später , 1947 , in der ein Jahr zuvor wieder eröffneten London Gallery -- gab die eigene Malerei zeitweise völlig auf und konzentrierte sich zunehmend auf die Förderung zeitgenössischer Künstler .	penrose der selbst zeitlebens nur zwei große einzelausstellungen in eigenen räumen bestritten hatte -- 1939 und später 1947 in der ein jahr zuvor wieder eröffneten london gallery -- gab die eigene malerei zeitweise völlig auf und konzentrierte sich zunehmend auf die förderung zeitgenössischer künstler	O C O O O O O O O O O O O O O O O O C C O O O O O O O O O O O O O O O O C O O O O O O O	penrose der selbst bestritten zeitlebens nur zwei große einzelausstellungen in eigenen räumen -- 1939 und später 1947 in der ein jahr zuvor wieder eröffneten london hatte gallery -- gab die eigene malerei zeitweise völlig auf und konzentrierte sich zunehmend auf die förderung zeitgenössischer künstler	O O O F O O O O O O O O O O O O O O O O O O O O O F O O C O O O O O O O C O O O O O O O
6120	Gewisse Faktoren lassen jedoch zu , von insgesamt 33.000 Soldaten auszugehen , von denen 6.000 Männer das Stammpersonal stellten .	gewisse faktoren lassen jedoch zu von insgesamt 33.000 soldaten auszugehen von denen 6.000 männer das stammpersonal stellten	O O C O O O O O O C O O O O O O C	gewisse faktoren jedoch lassen zu von insgesamt 33.000 soldaten auszugehen von stellten denen 6.000 männer das stammpersonal	O O O F O O O O O C O F O O O O O
