idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
2009	De tre første episoder foregår i forskellige perioder - henholdsvis 30erne , 60erne og i nutiden .	de tre første episoder foregår i forskellige perioder henholdsvis 30erne 60erne og i nutiden	de tre første episoder foregår i forskellige perioder henholdsvis 30erne 60erne og i nutiden	O O O O C O O O O O O O O O	de tre første episoder i forskellige perioder henholdsvis foregår 30erne 60erne og i nutiden	O O O O O O O O F O O O O O
2010	En anden kilde til styrke , siger han , er det pres , udenlandske regeringer lægger på Italien for at få løst dets problem med den organiserede kriminalitet .	en anden kilde til styrke siger han er det pres udenlandske regeringer lægger på italien for at få løst dets problem med den organiserede kriminalitet	en anden kilde til styrke siger han det er pres udenlandske lægger regeringer på italien for at få løst dets problem med den kriminalitet organiserede	O O O O O C O O F O O F O O O O O C C O O O O O F	en anden kilde til styrke siger han er det løst få pres udenlandske regeringer lægger på italien for at dets problem med den kriminalitet organiserede	O O O O O C O C O F F O O O C O O O O O O O O O F
2011	Som i alle andre krige har sandheden været det første offer .	som i alle andre krige har sandheden været det første offer	som i alle andre har krige sandheden været det første offer	O O O O F O O C O O O	som i alle andre krige har sandheden det været første offer	O O O O O C O O F O O
2012	Fastspændt i et seletøj til denne spil blev den 22-årige redder Søren Hansen hejst 25 meter ned i dybet for at undsætte den hårdt kvæstede dreng	fastspændt i et seletøj til denne spil blev den 22-årige redder søren hansen hejst 25 meter ned i dybet for at undsætte den hårdt kvæstede dreng	fastspændt i et seletøj til denne spil den blev 22-årige redder søren hejst hansen 25 meter ned i dybet for at undsætte den hårdt kvæstede dreng	C O O O O O O O F O O O F O O O O O O O O C O O O O	i et seletøj til denne spil hejst blev den 22-årige fastspændt redder søren hansen 25 meter ned i dybet for at undsætte den hårdt kvæstede dreng	O O O O O O F C O O F O O O O O O O O O O C O O O O
2013	- Ja , jeg kan garantere dig for , at den var på bristepunktet .	ja jeg kan garantere dig for at den var på bristepunktet	ja jeg kan dig garantere for at var den på bristepunktet	O O C O F O O F O O O	ja kan jeg garantere dig for var at den på bristepunktet	O F O C O O F O O O O
2014	Per Kaalund siger , at amtet var priviligerede långivere , fordi amtets lån skulle forfalde først .	per kaalund siger at amtet var priviligerede långivere fordi amtets lån skulle forfalde først	per kaalund siger at amtet var priviligerede långivere fordi amtets lån skulle forfalde først	O O C O O C O O O O O F F O	per kaalund siger at amtet priviligerede långivere fordi amtets lån skulle forfalde først var	O O C O O O O O O O F C O F
2015	S stiler efter at have et beslutningsforslag klar til Folketingets åbning 1. oktober , og der er krav om kraftige stramninger i støbeskeen .	s stiler efter at have et beslutningsforslag klar til folketingets åbning 1. oktober og der er krav om kraftige stramninger i støbeskeen	s stiler efter at have et beslutningsforslag klar til folketingets åbning 1. oktober og der krav er om kraftige stramninger i støbeskeen	O C O O C O O O O O O O O O O O F O O O O O	er s stiler efter at have et beslutningsforslag klar til folketingets åbning 1. oktober og der krav om kraftige stramninger i støbeskeen	F O C O O C O O O O O O O O O O O O O O O O
2016	Og to år senere rejste han til Colombia for at blive filialbestyrer i Vestindisk Handelskompagni SA .	og to år senere rejste han til colombia for at blive filialbestyrer i vestindisk handelskompagni sa	og to år rejste senere han til colombia for at blive filialbestyrer i vestindisk handelskompagni sa	O O O F O O O O O O C O O O O O	og to år blive senere rejste han til colombia for at filialbestyrer i vestindisk handelskompagni sa	O O O F O C O O O O O O O O O O
2017	Regnskabet er endnu ikke gjort op , men Jytte Rem er bange for , at overskuddet bliver knap så stort i år som de foregående år , fordi der ikke kom helt så mange betalende gæster .	regnskabet er endnu ikke gjort op men jytte rem er bange for at overskuddet bliver knap så stort i år som de foregående år fordi der ikke kom helt så mange betalende gæster	regnskabet er endnu ikke op gjort men jytte er rem bange for at overskuddet bliver knap så stort i år som de foregående år fordi der ikke kom helt så mange gæster betalende	O C O O O F O O F O O O O O C O O O O O O O O O O O O C O O O O F	regnskabet er endnu ikke er op men jytte rem kom bange for at overskuddet bliver knap så stort i år som de foregående år fordi der ikke helt gjort så mange betalende gæster	O C O O F O O O O F O O O O C O O O O O O O O O O O O O F O O C O
2018	Det er jo ikke nok at ligge forrest i starten - det gælder om at nå det ternede flag til slut .	det er jo ikke nok at ligge forrest i starten det gælder om at nå det ternede flag til slut	er det jo ikke nok at ligge forrest i starten det gælder om at det nå ternede flag til slut	F O O O O O C O O O O C O O O F O O O O	det er jo ikke nok gælder at ligge forrest i starten det om at det nå ternede flag til slut	O C O O O F O C O O O O O O O F O O O O
2019	"PC'en dræbte jo heller ikke mainframen , men revolutionerede først og fremmest brugen af tekstbehandling og andre enkle applikationer . """	pc'en dræbte jo heller ikke mainframen men revolutionerede først og fremmest brugen af tekstbehandling og andre enkle applikationer	dræbte pc'en jo heller ikke mainframen men revolutionerede først og fremmest brugen af tekstbehandling og andre enkle applikationer	F O O O O O O C O O O O O O O O O O	pc'en jo heller ikke mainframen men revolutionerede først og fremmest brugen af tekstbehandling og dræbte andre enkle applikationer	O O O O O O C O O O O O O O F O O O
2020	De skal køre mindst 20.000 km årligt , før dieseldrift lønner sig .	de skal køre mindst 20.000 km årligt før dieseldrift lønner sig	de skal mindst køre 20.000 km årligt før lønner dieseldrift sig	O C O F O O O O F O O	de køre skal mindst 20.000 km årligt før dieseldrift lønner sig	O F C O O O O O O C O
2021	Det gælder stadig .	det gælder stadig	det gælder stadig	O C O	gælder det stadig	F O O
2022	En plade , der demonstrerer , hvor vidt man kan drive rock på bistandshjælp , blind tro og broderskab .	en plade der demonstrerer hvor vidt man kan drive rock på bistandshjælp blind tro og broderskab	en plade der demonstrerer hvor vidt man kan drive rock på bistandshjælp blind tro og broderskab	O O O C O O O F F O O O O O O O	drive en kan plade der demonstrerer hvor vidt man rock på bistandshjælp blind tro og broderskab	F O F O O C O O O O O O O O O O
2023	Langt mere end dens modstandere havde troet var muligt .	langt mere end dens modstandere havde troet var muligt	langt mere end dens modstandere havde troet muligt var	O O O O O C C O F	var langt mere end havde dens modstandere troet muligt	F O O O F O O C O
2024	Ved siden af professor-jobbet har Poul Harremoës , der også er ridder af Dannebrog , gennem de seneste år haft en række internationale poster .	ved siden af professor-jobbet har poul harremoës der også er ridder af dannebrog gennem de seneste år haft en række internationale poster	ved siden af har professor-jobbet poul harremoës der også er ridder af dannebrog gennem de seneste år haft en række internationale poster	O O O F O O O O O C O O O O O O O C O O O O	ved siden af professor-jobbet har poul harremoës der også er ridder af haft dannebrog gennem de seneste år en række internationale poster	O O O O C O O O O C O O F O O O O O O O O O
2025	Det afgørende nye i gensplejsning er , at man kan overføre arvelige egenskaber fra en art til en anden .	det afgørende nye i gensplejsning er at man kan overføre arvelige egenskaber fra en art til en anden	det afgørende nye i gensplejsning at er kan man overføre arvelige egenskaber fra en art til en anden	O O O O O O F F O C O O O O O O O O	det afgørende nye kan i gensplejsning er at man overføre arvelige egenskaber fra en art til en anden	O O O F O O C O O C O O O O O O O O
2026	Således nærmer vi os ét af de nyere danske mærker , der også fortæller en historie om det danske folk og dets idealer .	således nærmer vi os ét af de nyere danske mærker der også fortæller en historie om det danske folk og dets idealer	således nærmer vi os ét af de nyere danske mærker der også en fortæller historie om det danske folk og dets idealer	O C O O O O O O O O O O O F O O O O O O O O	således nærmer vi os ét af de nyere danske mærker der også en historie om det danske folk og dets idealer fortæller	O C O O O O O O O O O O O O O O O O O O O F
2027	Det sker under Nordkalotten .	det sker under nordkalotten	sker det under nordkalotten	F O O O	det sker under nordkalotten	O C O O
2028	""" Vi rystede VM-favoritten på taktisk klogt , disciplineret spil ."	vi rystede vm-favoritten på taktisk klogt disciplineret spil	vi rystede vm-favoritten på taktisk klogt disciplineret spil	O C O O O O O O	vi vm-favoritten på taktisk klogt disciplineret spil rystede	O O O O O O O F
2029	Nevøen blev fundet efter et par timer .	nevøen blev fundet efter et par timer	nevøen blev efter fundet et par timer	O C O F O O O	nevøen blev efter et par timer fundet	O C O O O O F
2030	"Mærk venligst kuverten "" Thai "" ."	mærk venligst kuverten thai	mærk venligst kuverten thai	C O O O	venligst mærk kuverten thai	O F O O
2031	Han har stærke nyresmerter og er indhyllet i alle de tæpper , som familien har kunnet skaffe .	han har stærke nyresmerter og er indhyllet i alle de tæpper som familien har kunnet skaffe	har han stærke nyresmerter og er i indhyllet alle de tæpper som har familien kunnet skaffe	F O O O O C O F O O O O F O C C	han har kunnet stærke har nyresmerter skaffe og er indhyllet i alle de tæpper som familien	O C F O F O F O C C O O O O O O
2032	Nu havde hun lige måttet hærde sig for at kunne tage en afvisning uden at lade sig knuse .	nu havde hun lige måttet hærde sig for at kunne tage en afvisning uden at lade sig knuse	nu hun havde måttet lige hærde sig for at kunne en tage afvisning uden lade at sig knuse	O O F F O C O O O C O F O O F O O C	nu havde hun kunne lige måttet hærde sig for at en tage knuse afvisning uden at lade sig	O C O F O C C O O O O F F O O O C O
2033	Næste torsdag var vi lige så præcise .	næste torsdag var vi lige så præcise	næste torsdag var vi lige så præcise	O O C O O O O	var næste torsdag vi lige så præcise	F O O O O O O
2034	Det er forbudt og bør være forbudt at besidde hash eller overdrage det , også hvis det sker gratis .	det er forbudt og bør være forbudt at besidde hash eller overdrage det også hvis det sker gratis	det forbudt er bør og være forbudt at besidde hash eller det overdrage også hvis sker det gratis	O O F F O C O O C O O O F O O F O O	det er forbudt besidde være og overdrage bør forbudt at hash eller det også hvis det sker gratis	O C O F F O F C O O O O O O O O C O
2035	AFHØRT	afhørt	afhørt	C	afhørt	C
2036	Og det blev lavet om .	og det blev lavet om	og det blev om lavet	O O C O F	og lavet det blev om	O F O C O
2037	Demokraterne i Kongressen har foreslået beskæftigelsesarbejder , som de stort set altid gør under kriser , men uden anvisninger på , hvordan dette skal finansieres .	demokraterne i kongressen har foreslået beskæftigelsesarbejder som de stort set altid gør under kriser men uden anvisninger på hvordan dette skal finansieres	demokraterne i har kongressen foreslået beskæftigelsesarbejder som de stort set altid under gør kriser men uden anvisninger på hvordan skal dette finansieres	O O F O C O O O O C O O F O O O O O O F O C	demokraterne i kongressen har foreslået beskæftigelsesarbejder som de stort altid under kriser men set gør uden anvisninger på finansieres hvordan dette skal	O O O C C O O O O O O O O F F O O O F O O C
2038	Han opgør prisforskellen til kun tre øre .	han opgør prisforskellen til kun tre øre	han opgør prisforskellen til kun tre øre	O C O O O O O	han prisforskellen til opgør kun tre øre	O O O F O O O
2039	Den vil lege igen , eller den vil have mere leverpostejmad .	den vil lege igen eller den vil have mere leverpostejmad	den vil lege igen eller den vil have mere leverpostejmad	O F F O O O C C O O	lege den vil igen eller den vil mere leverpostejmad have	F O C O O O C O O F
2040	Robert Jacobsen svejsede og satte plader på .	robert jacobsen svejsede og satte plader på	robert jacobsen satte svejsede og plader på	O O F F O O O	robert jacobsen svejsede satte og plader på	O O C F O O O
2041	Koncerten i Roskilde adskiller sig fra de fem øvrige , ved at overskuddet fra arrangementet går til et AIDS-projekt i Tanzania .	koncerten i roskilde adskiller sig fra de fem øvrige ved at overskuddet fra arrangementet går til et aids-projekt i tanzania	koncerten i roskilde adskiller sig fra de fem øvrige ved at overskuddet fra arrangementet går til et aids-projekt i tanzania	O O O C O O O O O O O O O O C O O O O O	koncerten i roskilde sig fra de fem øvrige ved at overskuddet fra arrangementet går adskiller til et aids-projekt i tanzania	O O O O O O O O O O O O O C F O O O O O
2042	Han vurderer dels om manuskriptet overhovedet fortæller noget interessant , altså om emnet er vigtigt - og om resultaterne er det .	han vurderer dels om manuskriptet overhovedet fortæller noget interessant altså om emnet er vigtigt og om resultaterne er det	han dels vurderer om manuskriptet fortæller overhovedet noget interessant altså om emnet er vigtigt og om resultaterne er det	O O F O O F O O O O O O C O O O O C O	han vurderer dels om manuskriptet er overhovedet noget interessant altså om emnet vigtigt og om resultaterne fortæller er det	O C O O O F O O O O O O O O O O F C O
