idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
1757	Þetta er samfélagsvandi sem þarf að leysa , sagði Ásmundur og bætti við að með auknu framboði ætti að vera hægt að koma í veg fyrir að fasteignaverð hækkaði umfram verðlag .	þetta er samfélagsvandi sem þarf að leysa sagði ásmundur og bætti við að með auknu framboði ætti að vera hægt að koma í veg fyrir að fasteignaverð hækkaði umfram verðlag	O C O O C O C C O O C O O O O O C O C O O C O O O O O C O O	þetta samfélagsvandi er sem þarf að leysa sagði ásmundur og við bætti að með auknu framboði ætti að vera hægt koma að í veg hækkaði fyrir að fasteignaverð umfram verðlag	O O F O C O C C O O O F O O O O C O C O F O O O F O O O O O
1758	Þá hafa dönsk , norsk , austurísk og þýsk stjórnvöld einnig haft hert eftirlit frá 2015 , en þessi ríki hafa ekki stækkað umfang aðgerða sinna eins og Svíar , að sögn Sigríðar .	þá hafa dönsk norsk austurísk og þýsk stjórnvöld einnig haft hert eftirlit frá 2015 en þessi ríki hafa ekki stækkað umfang aðgerða sinna eins og svíar að sögn sigríðar	O C O O O O O O O C O O O O O O O C O C O O O O O O O O O	þá dönsk norsk austurísk og þýsk stjórnvöld einnig hafa haft hert eftirlit frá 2015 en þessi ríki hafa ekki stækkað umfang aðgerða sinna eins og svíar að sögn sigríðar	O O O O O O O O F C O O O O O O O C O C O O O O O O O O O
1759	E-listi Íslensku þjóðfylkingarinnar býður fram í Norðvesturkjördæmi og Suðurkjördæmi .	e-listi íslensku þjóðfylkingarinnar býður fram í norðvesturkjördæmi og suðurkjördæmi	O O O C O O O O O	e-listi íslensku þjóðfylkingarinnar fram í býður norðvesturkjördæmi og suðurkjördæmi	O O O O O F O O O
1760	Lögreglan í borginni segir 18 menn hafa verið handtekna vegna málsins .	lögreglan í borginni segir 18 menn hafa verið handtekna vegna málsins	O O O C O O C C C O O	lögreglan í borginni segir 18 menn hafa handtekna verið vegna málsins	O O O C O O C F F O O
1761	Ég hef ekki áhyggjur af því , segir Laufey .	ég hef ekki áhyggjur af því segir laufey	O C O O O O C O	ég ekki hef áhyggjur af því segir laufey	O O F O O O C O
1762	Froskurinn sagði einnig að yngri drottning myndi velta Cersei úr sessi .	froskurinn sagði einnig að yngri drottning myndi velta cersei úr sessi	O C O O O O C C O O O	froskurinn sagði einnig að yngri drottning cersei úr sessi myndi velta	O C O O O O O O O F F
1763	Bergman , hefur engan áhuga á börnunum , tímarnir hafa breyst .	bergman hefur engan áhuga á börnunum tímarnir hafa breyst	O C O O O O O C C	bergman engan áhuga á börnunum hefur hafa tímarnir breyst	O O O O O F F O C
1764	Sáttasemjari hefur boðað Primera Air Nordic fjórum sinnum á sáttafund .	sáttasemjari hefur boðað primera air nordic fjórum sinnum á sáttafund	O C C O O O O O O O	sáttasemjari primera air nordic fjórum sinnum boðað hefur á sáttafund	O O O O O O F F O O
1765	Allst átti hann símasamtöl við fimm þjóðarleiðtoga til viðbótar í dag .	allst átti hann símasamtöl við fimm þjóðarleiðtoga til viðbótar í dag	O C O O O O O O O O O	allst hann símasamtöl við fimm þjóðarleiðtoga átti til viðbótar í dag	O O O O O O F O O O O
1766	Magnús Geir Þórðarson útvarpsstjóri sagði RÚV að vissu leyti vera spegil .	magnús geir þórðarson útvarpsstjóri sagði rúv að vissu leyti vera spegil	O O O O C O O O O C O	magnús geir þórðarson útvarpsstjóri sagði rúv vera að vissu leyti spegil	O O O O C O F O O O O
1767	Eftir það var ekki aftur rætt um skýrsluna á vettvangi Sjálfstæðisflokksins .	eftir það var ekki aftur rætt um skýrsluna á vettvangi sjálfstæðisflokksins	O O C O O C O O O O O	eftir það ekki rætt var aftur um skýrsluna á vettvangi sjálfstæðisflokksins	O O O F F O O O O O O
1768	Hann var aðeins 46 ára gamall en banamein hans var heilakrabbamein .	hann var aðeins 46 ára gamall en banamein hans var heilakrabbamein	O C O O O O O O O C O	hann var aðeins 46 ára gamall en banamein hans var heilakrabbamein	O C O O O O O O O C O
1769	Ég á fjögur börn , það yngsta er bara átta mánaða .	ég á fjögur börn það yngsta er bara átta mánaða	O C O O O O C O O O	ég fjögur börn er það á yngsta bara átta mánaða	O O O F O F O O O O
1770	Þetta er mjög mikilvægur sigur fyrir okkur öll og mjög ánægjulegt .	þetta er mjög mikilvægur sigur fyrir okkur öll og mjög ánægjulegt	O C O O O O O O O O O	þetta er mjög mikilvægur sigur fyrir okkur öll og mjög ánægjulegt	O C O O O O O O O O O
1771	Sýningunni er lýst sem harmrænum farsa og undir það tekur María .	sýningunni er lýst sem harmrænum farsa og undir það tekur maría	O C C O O O O O O C O	sýningunni er lýst sem harmrænum farsa og undir það tekur maría	O C C O O O O O O C O
1772	Framlög til nýrrar meðferðarbyggingar Landspítalans eru skorin niður um 2,5 milljarða kr.	framlög til nýrrar meðferðarbyggingar landspítalans eru skorin niður um 2,5 milljarða kr.	O O O O O C C O O O O O	framlög eru skorin til nýrrar meðferðarbyggingar landspítalans niður um 2,5 milljarða kr.	O F F O O O O O O O O O
1773	Hann segir að Malín hafi ekki hótað manninum vegna sáttagreiðslunnar svokölluðu .	hann segir að malín hafi ekki hótað manninum vegna sáttagreiðslunnar svokölluðu	O C O O C O C O O O O	hann segir að hótað malín ekki hafi manninum vegna sáttagreiðslunnar svokölluðu	O C O F O O F O O O O
1774	Þar á Omar McLeod frá Jamaíku besta tímann í ár , 12,90 sekúndur .	þar á omar mcleod frá jamaíku besta tímann í ár 12,90 sekúndur	O C O O O O O O O O O O	þar á omar mcleod frá jamaíku besta tímann í ár 12,90 sekúndur	O C O O O O O O O O O O
1775	Í Platinum-blautfóðri er kjöthlutfallið enn hærra , eða 83 prósent .	í platinum-blautfóðri er kjöthlutfallið enn hærra eða 83 prósent	O O C O O O O O O	í platinum-blautfóðri kjöthlutfallið enn hærra eða 83 prósent er	O O O O O O O O F
1776	Ekki vera fórnarlömb , það leysir ekkert , veldur bara óhamingju .	ekki vera fórnarlömb það leysir ekkert veldur bara óhamingju	O C O O C O C O O	ekki vera fórnarlömb það ekkert leysir veldur bara óhamingju	O C O O O F C O O
1777	Í upphafi myndbandsins að hann hafi ekki rakað sig síðan 2012 .	í upphafi myndbandsins að hann hafi ekki rakað sig síðan 2012	O O O O O C O C O O O	í upphafi myndbandsins að hann rakað hafi ekki sig síðan 2012	O O O O O F F O O O O
1778	Um 655 þúsund rohingjar hafa flúið til Bangladess frá því í ágúst en á hóf stjórnarher Búrma harðar ofsóknir gegn þeim .	um 655 þúsund rohingjar hafa flúið til bangladess frá því í ágúst en á hóf stjórnarher búrma harðar ofsóknir gegn þeim	O O O O C O O O O O O O C O C O O O O O O	um 655 þúsund rohingjar flúið til bangladess frá því í ágúst en hafa á stjórnarher búrma harðar ofsóknir gegn þeim hóf	O O O O C O O O O O O O C O O O O O O O F
1779	Á síðustu dögum hefur aukins hitaflæðis frá fjallinu orðið vart sem þýðir að kvika er komin grunnt upp í gosrásina .	á síðustu dögum hefur aukins hitaflæðis frá fjallinu orðið vart sem þýðir að kvika er komin grunnt upp í gosrásina	O O O C O O O O C O O C O O C C O O O O	á síðustu dögum hefur aukins hitaflæðis frá fjallinu orðið vart þýðir sem að kvika er grunnt upp í gosrásina komin	O O O C O O O O C O F O O O C O O O O F
1780	Landsliðsþjálfari norska karlalandsliðsins í fótbolta , Lars Lagerbäck , hlakkar til að mæta sínum gömlu félögum í íslenska landsliðinu þann 2. júní .	landsliðsþjálfari norska karlalandsliðsins í fótbolta lars lagerbäck hlakkar til að mæta sínum gömlu félögum í íslenska landsliðinu þann 2. júní	O O O O O O O C O O C O O O O O O O O O	landsliðsþjálfari norska karlalandsliðsins í fótbolta lars lagerbäck hlakkar til að mæta sínum gömlu félögum í íslenska landsliðinu þann 2. júní	O O O O O O O C O O C O O O O O O O O O
1781	Líkurnar á því að mæður tveggja drengja eignist þriðja barn eru 4% meiri en mæðra sem eiga tvær dætur fyrir .	líkurnar á því að mæður tveggja drengja eignist þriðja barn eru 4% meiri en mæðra sem eiga tvær dætur fyrir	O O O C O O O O O O O O C O O O C O O O	líkurnar á því 4% meiri en mæðra eru að mæður eignist tveggja drengja þriðja barn sem eiga tvær dætur fyrir	O O O O O O O F O O F O O O O O C O O O
1782	Fyrrverandi formaður breska íhaldsflokksins , William Hague , kallar eftir því að stjórnvöld þar í landi gjörbylti löggjöf sinni um kannabis .	fyrrverandi formaður breska íhaldsflokksins william hague kallar eftir því að stjórnvöld þar í landi gjörbylti löggjöf sinni um kannabis	O O O O O O C O O O O O O O C O O O O	fyrrverandi formaður breska íhaldsflokksins william hague eftir kallar því að gjörbylti stjórnvöld þar í landi löggjöf sinni um kannabis	O O O O O O O F O O F O O O O O O O O
1783	Tokputz er aðeins toppurinn á ísjakanum í þessu umfangsmikla máli sem er stærsta barnaníðsmál sem komið hefur upp í heiminum .	tokputz er aðeins toppurinn á ísjakanum í þessu umfangsmikla máli sem er stærsta barnaníðsmál sem komið hefur upp í heiminum	O C O O O O O O O O O C O O O C C O O O	tokputz er aðeins toppurinn á ísjakanum í þessu umfangsmikla máli sem stærsta barnaníðsmál er sem komið hefur upp í heiminum	O C O O O O O O O O O O O F O C C O O O
1784	En það fer þér svo illa og fælir frá þér þá sem þú þráir mest að hafa í lífi þínu .	en það fer þér svo illa og fælir frá þér þá sem þú þráir mest að hafa í lífi þínu	O O C O O O O C O O O O O C O O C O O O	en það þér svo illa fer og frá þér þá fælir sem þú þráir mest að í lífi þínu hafa	O O O O O F O O O O F O O C O O O O O F
1785	Yfirvöld í Tadsjikistan hafa í hyggju að sekta þá blaðamenn sem gerast sekir um að nota óskiljanleg orð .	yfirvöld í tadsjikistan hafa í hyggju að sekta þá blaðamenn sem gerast sekir um að nota óskiljanleg orð	O O O C O O O C O O O C O O O C O O	yfirvöld í tadsjikistan hafa í hyggju að þá blaðamenn sekta sem gerast sekir nota um að óskiljanleg orð	O O O C O O O O O F O C O F O O O O
1786	Einu sinni var talsvert um innflutning vissra tegunda bíla frá löndum eins og Tyrklandi en bílar þaðan voru ekki búnir þokuljósum .	einu sinni var talsvert um innflutning vissra tegunda bíla frá löndum eins og tyrklandi en bílar þaðan voru ekki búnir þokuljósum	O O C O O O O O O O O O O O O O O C O O O	einu sinni var talsvert um innflutning vissra tegunda bíla frá löndum eins og tyrklandi en bílar þaðan voru ekki búnir þokuljósum	O O C O O O O O O O O O O O O O O C O O O
1787	Í umfjölluninni segir þó að hvorki akademíunni né öðrum samtökum sé um að kenna því vandamálið sé djúpstæðara en svo .	í umfjölluninni segir þó að hvorki akademíunni né öðrum samtökum sé um að kenna því vandamálið sé djúpstæðara en svo	O O C O O O O O O O C O O C O O O O O C	í umfjölluninni segir þó að hvorki akademíunni né öðrum samtökum því sé vandamálið djúpstæðara en sé svo um að kenna	O O C O O O O O O O O F O O O F O O O C
1788	Ef við skoðum hvernig þeir dæmdu sérstaklega í seinni hálfleiknum þá get ég tínt til endalaus atriði .	ef við skoðum hvernig þeir dæmdu sérstaklega í seinni hálfleiknum þá get ég tínt til endalaus atriði	O O C O O C O O O O O C O C O O O	ef við skoðum hvernig dæmdu þeir sérstaklega í seinni hálfleiknum þá get ég tínt til endalaus atriði	O O C O F O O O O O O C O C O O O
1789	Ætla þau að flytja með fjölskylduna að Urriðafossi þar sem þau hyggjast stunda búskap ásamt foreldrum hans .	ætla þau að flytja með fjölskylduna að urriðafossi þar sem þau hyggjast stunda búskap ásamt foreldrum hans	C O O C O O O O O O O C O O O O C	þau ætla að flytja með fjölskylduna að urriðafossi þar sem þau búskap ásamt foreldrum hans stunda hyggjast	O F O C O O O O O O O O O O O F C
1790	Það komu reyndar hérna menn og settu upp bráðabirgðaskilti , en annað veit ég ekki .	það komu reyndar hérna menn og settu upp bráðabirgðaskilti en annað veit ég ekki	O C O O O O O C O O O C O O	það reyndar hérna menn og en komu settu upp bráðabirgðaskilti annað ég ekki veit	O O O O O O F C O O O O O F
1791	Hafa gæði útsendinga verið margfalt meiri en áður var á RÚV 2 þegar rásin var í lágskerpu .	hafa gæði útsendinga verið margfalt meiri en áður var á rúv 2 þegar rásin var í lágskerpu	C O O C O O O O C O O O O O C O O	gæði verið hafa útsendinga margfalt meiri en áður var á rúv 2 þegar var rásin í lágskerpu	O F F O O O O O C O O O O F O O O
1792	Þeir sögðu nánast enga stjórnarþingmenn vera í salnum , og margir þingmenn þurfi að komast í kosningabaráttu .	þeir sögðu nánast enga stjórnarþingmenn vera í salnum og margir þingmenn þurfi að komast í kosningabaráttu	O C O O O O C O O O O C O C O O	þeir sögðu og nánast enga stjórnarþingmenn í salnum vera þurfi margir þingmenn að komast í kosningabaráttu	O C O O O O O O F F O O O C O O
1793	Er þetta annar fríverslunarsamningur sambandsins við Suðaustur-Asíuríki , en Singapúr og ESB riðu á vaðið fyrir ári .	er þetta annar fríverslunarsamningur sambandsins við suðaustur-asíuríki en singapúr og esb riðu á vaðið fyrir ári	C O O O O O O O O O O C O O O O	þetta annar er fríverslunarsamningur sambandsins við suðaustur-asíuríki en singapúr og esb riðu á vaðið fyrir ári	O O F O O O O O O O O C O O O O
1794	Fyrirtækið hefur innkallað vörurnar af markaði í samráði við Matvælastofnun , sem varar við neyslu á þeim .	fyrirtækið hefur innkallað vörurnar af markaði í samráði við matvælastofnun sem varar við neyslu á þeim	O C C O O O O O O O O C O O O O	fyrirtækið innkallað hefur vörurnar af markaði í samráði við matvælastofnun sem varar við neyslu á þeim	O F F O O O O O O O O C O O O O
1795	Tomas og báðir þessir markverðir eiga það fyllilega skilið að horft sé á þá til frambúðar .	tomas og báðir þessir markverðir eiga það fyllilega skilið að horft sé á þá til frambúðar	O O O O O C O O O O C C O O O O	tomas og báðir þessir markverðir eiga það fyllilega skilið að á sé þá til horft frambúðar	O O O O O C O O O O O C O O F O
1796	Hann veit nokkur dæmi frá síðustu öld um jafnslæma maímánuði , til dæmis árin 1963 og 1956 .	hann veit nokkur dæmi frá síðustu öld um jafnslæma maímánuði til dæmis árin 1963 og 1956	O C O O O O O O O O O O O O O O	hann nokkur dæmi frá síðustu öld veit um jafnslæma maímánuði til dæmis árin 1963 og 1956	O O O O O O F O O O O O O O O O
