idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
2369	Þessir sem sátu þarna höfðu sig ekkert í frammi .	þessir sem sátu þarna höfðu sig ekkert í frammi	þessir sem höfðu sátu þarna sig ekkert í frammi	O O F F O O O O O	þessir sem þarna höfðu sig sátu ekkert í frammi	O O O C O F O O O
2370	Þeir sem vilja fela þessa staðreynd kjósa gera tvennt .	þeir sem vilja fela þessa staðreynd kjósa gera tvennt	þeir sem vilja fela þessa staðreynd kjósa gera tvennt	O O C C O O F F O	þeir sem fela þessa vilja kjósa staðreynd gera tvennt	O O C O F F O C O
2371	Árið 2012 keypti Reykjavíkurborg húsið Keilugranda 1 af Landsbankanum .	árið 2012 keypti reykjavíkurborg húsið keilugranda 1 af landsbankanum	árið 2012 keypti reykjavíkurborg húsið keilugranda 1 af landsbankanum	O O C O O O O O O	árið 2012 reykjavíkurborg húsið keilugranda 1 keypti af landsbankanum	O O O O O O F O O
2372	Í það skipti ráðast úrslitin eingöngu með símakosningu landsmanna .	í það skipti ráðast úrslitin eingöngu með símakosningu landsmanna	í það skipti ráðast úrslitin eingöngu með símakosningu landsmanna	O O O C O O O O O	ráðast í það skipti úrslitin eingöngu með símakosningu landsmanna	F O O O O O O O O
2373	Aftur á móti eru 15,7% bíla af Volkswagen gerð .	aftur á móti eru 15,7% bíla af volkswagen gerð	aftur á móti 15,7% eru bíla af volkswagen gerð	O O O O F O O O O	aftur á móti 15,7% bíla af volkswagen gerð eru	O O O O O O O O F
2374	Hann bar þó við minnisleysi um líkamsárás sem honum var gefin að sök .	hann bar þó við minnisleysi um líkamsárás sem honum var gefin að sök	bar hann þó við minnisleysi um líkamsárás sem honum var gefin að sök	F O O O O O O O O C C O O	hann þó við minnisleysi um gefin líkamsárás sem honum bar var að sök	O O O O O F O O O F C O O
2375	Heimilisstíllinn einkennist mikið af hlutum með sögu , úr áhugaverðum efnum og formum .	heimilisstíllinn einkennist mikið af hlutum með sögu úr áhugaverðum efnum og formum	heimilisstíllinn mikið einkennist af hlutum með sögu úr áhugaverðum efnum og formum	O O F O O O O O O O O O	heimilisstíllinn mikið af hlutum með sögu einkennist úr áhugaverðum efnum og formum	O O O O O O F O O O O O
2376	Gott er að nota kryddjurtir með eins og dill , steinselju eða púrrulauk .	gott er að nota kryddjurtir með eins og dill steinselju eða púrrulauk	er gott að nota kryddjurtir með eins og dill steinselju eða púrrulauk	F O O C O O O O O O O O	gott er nota að kryddjurtir með eins og dill steinselju eða púrrulauk	O C F O O O O O O O O O
2377	Björgunarsveitarmenn eru að leita hans á Suðurtanga og á Eyrinni , á Ísafirði .	björgunarsveitarmenn eru að leita hans á suðurtanga og á eyrinni á ísafirði	björgunarsveitarmenn eru að hans leita á suðurtanga og á eyrinni á ísafirði	O C O O F O O O O O O O	björgunarsveitarmenn að leita hans á eru suðurtanga og á eyrinni á ísafirði	O O C O O F O O O O O O
2378	Á veggspjaldinu var farið fögrum orðum um Kim Jong-Un , leiðtoga Norður-Kóreu .	á veggspjaldinu var farið fögrum orðum um kim jong-un leiðtoga norður-kóreu	á var veggspjaldinu farið fögrum orðum um kim jong-un leiðtoga norður-kóreu	O F O C O O O O O O O	á veggspjaldinu var fögrum orðum um kim jong-un leiðtoga farið norður-kóreu	O O C O O O O O O F O
2379	Það mun taka langan tíma fyrir Chapeco að jafna sig á þessu .	það mun taka langan tíma fyrir chapeco að jafna sig á þessu	það mun langan taka tíma fyrir chapeco jafna að sig á þessu	O C O F O O O F O O O O	það taka langan tíma mun fyrir chapeco að sig á þessu jafna	O C O O F O O O O O O F
2380	Ég er algjört jólabarn og byrja að hlusta á jólatónlist í lok október .	ég er algjört jólabarn og byrja að hlusta á jólatónlist í lok október	ég er algjört jólabarn og byrja að á hlusta jólatónlist í lok október	O C O O O C O O F O O O O	ég byrja algjört jólabarn og að hlusta er á jólatónlist í lok október	O F O O O O C F O O O O O
2381	Um borð eru meðal annars kafarar og sprengjusérfræðingar sem eiga að aðstoða við leitina .	um borð eru meðal annars kafarar og sprengjusérfræðingar sem eiga að aðstoða við leitina	um eru borð meðal annars kafarar og sprengjusérfræðingar sem eiga að aðstoða við leitina	O F O O O O O O O C O C O O	um eiga borð eru meðal annars kafarar og sprengjusérfræðingar sem að við leitina aðstoða	O F O C O O O O O O O O O F
2382	Trump hafði áður nefnt hlutlausa svæðið og Singapúr sem mögulega staði fyrir fundinn .	trump hafði áður nefnt hlutlausa svæðið og singapúr sem mögulega staði fyrir fundinn	trump nefnt hafði áður hlutlausa svæðið og singapúr sem mögulega staði fyrir fundinn	O F F O O O O O O O O O O	trump hafði áður hlutlausa svæðið og singapúr sem mögulega staði nefnt fyrir fundinn	O C O O O O O O O O F O O
2383	Við settum pressu á þá sem átti að duga , sagði Halldór .	við settum pressu á þá sem átti að duga sagði halldór	við settum pressu á þá sem átti að duga sagði halldór	O C O O O O C O F F O	átti við settum pressu á þá sagði sem að duga halldór	F O C O O O F O O C O
2384	Þorskstofninn er ekkert að fara að vaxa út í hið óendanlega .	þorskstofninn er ekkert að fara að vaxa út í hið óendanlega	þorskstofninn er ekkert að fara að út vaxa í hið óendanlega	O C O O C O O F O O O	þorskstofninn ekkert að að vaxa út í hið fara óendanlega er	O O O O C O O O F O F
2385	Við getum ekki gert það án veggs , sagði hann .	við getum ekki gert það án veggs sagði hann	getum við ekki gert það án veggs sagði hann	F O O C O O O C O	við ekki gert það getum án veggs sagði hann	O O C O F O O C O
2386	Og af því að hún sagði það þá óx sjálfstraust mitt .	og af því að hún sagði það þá óx sjálfstraust mitt	og af því að hún það sagði óx þá sjálfstraust mitt	O O O O O O F F O O O	og af því að hún það þá óx sjálfstraust sagði mitt	O O O O O O O C O F O
2387	Kannski megi skilgreina vinstri hyggju sem næmi fyrir breytingarkrafti sögulegrar þróunar .	kannski megi skilgreina vinstri hyggju sem næmi fyrir breytingarkrafti sögulegrar þróunar	kannski megi skilgreina vinstri hyggju sem næmi fyrir breytingarkrafti sögulegrar þróunar	O C C O O O O O O O O	kannski skilgreina megi vinstri hyggju sem næmi fyrir breytingarkrafti sögulegrar þróunar	O F C O O O O O O O O
2388	Það getur verið snúið að finna svarthvítlauk en hann er ekki nauðsyn	það getur verið snúið að finna svarthvítlauk en hann er ekki nauðsyn	það getur verið snúið að finna svarthvítlauk en hann er ekki nauðsyn	O F F O O C O O O C O O	það verið snúið að svarthvítlauk en hann getur er ekki nauðsyn finna	O C O O O O O F C O O F
2389	Mikill meirihluti þessa fólks vann myrkranna á milli við erfiðar aðstæður .	mikill meirihluti þessa fólks vann myrkranna á milli við erfiðar aðstæður	mikill meirihluti þessa fólks myrkranna vann á milli við erfiðar aðstæður	O O O O O F O O O O O	mikill meirihluti þessa fólks vann myrkranna á milli við erfiðar aðstæður	O O O O C O O O O O O
2390	Dugarry gagnrýnir Mourinho einnig og segir nánast að hann sé útbrunninn .	dugarry gagnrýnir mourinho einnig og segir nánast að hann sé útbrunninn	gagnrýnir dugarry mourinho einnig og segir nánast að hann sé útbrunninn	F O O O O C O O O C O	dugarry mourinho einnig og segir nánast að hann sé gagnrýnir útbrunninn	O O O O C O O O C F O
2391	Þau voru þó ekki saman og höfðu aldrei farið á stefnumót .	þau voru þó ekki saman og höfðu aldrei farið á stefnumót	þau þó voru ekki saman höfðu og aldrei farið á stefnumót	O O F O O F O O C O O	höfðu þau voru þó ekki saman og aldrei farið á stefnumót	F O C O O O O O C O O
2392	Í tilkynningu frá Strætó segir að röskun verði á eftirfarandi leiðum :	í tilkynningu frá strætó segir að röskun verði á eftirfarandi leiðum	í tilkynningu frá strætó segir að röskun á verði eftirfarandi leiðum	O O O O C O O O F O O	í tilkynningu frá strætó verði segir að röskun á eftirfarandi leiðum	O O O O F C O O O O O
2393	Teymið notar óvenjulega og súríalísla aðferð við að hanna nýja hluti .	teymið notar óvenjulega og súríalísla aðferð við að hanna nýja hluti	notar teymið óvenjulega og súríalísla aðferð við að hanna nýja hluti	F O O O O O O O C O O	teymið óvenjulega og súríalísla aðferð við að hanna notar nýja hluti	O O O O O O O C F O O
2394	Gabriela og maður hennar hafa fundið vinnu í nýja heimalandi sínu .	gabriela og maður hennar hafa fundið vinnu í nýja heimalandi sínu	gabriela og maður hennar hafa vinnu fundið í nýja heimalandi sínu	O O O O C O F O O O O	gabriela og maður hennar fundið hafa vinnu í nýja heimalandi sínu	O O O O F C O O O O O
2395	Þetta er að verða vandamál þar sem þeir taka mikið pláss .	þetta er að verða vandamál þar sem þeir taka mikið pláss	er þetta að verða vandamál þar sem þeir taka mikið pláss	F O O C O O O O C O O	þetta er að vandamál þar sem þeir taka mikið pláss verða	O C O O O O O C O O F
2396	Alves átti þá hælsendingu á Higuaín sem skoraði með góðu skoti .	alves átti þá hælsendingu á higuaín sem skoraði með góðu skoti	alves þá átti hælsendingu á higuaín skoraði sem með góðu skoti	O O F O O O F O O O O	alves átti þá skoraði hælsendingu á higuaín sem með góðu skoti	O C O F O O O O O O O
2397	Hann fékk olnbogaskot í bringuna í leiknum á Sauðárkróki um daginn .	hann fékk olnbogaskot í bringuna í leiknum á sauðárkróki um daginn	hann fékk olnbogaskot í bringuna í leiknum á sauðárkróki um daginn	O C O O O O O O O O O	hann fékk olnbogaskot í bringuna í leiknum á sauðárkróki um daginn	O C O O O O O O O O O
2398	Öll þrjú málin hafa verið til umfjöllunar í fjölmiðlum undanfarnar vikur .	öll þrjú málin hafa verið til umfjöllunar í fjölmiðlum undanfarnar vikur	öll þrjú málin hafa til verið umfjöllunar í fjölmiðlum undanfarnar vikur	O O O C O F O O O O O	öll þrjú hafa málin verið til umfjöllunar í fjölmiðlum undanfarnar vikur	O O F O C O O O O O O
2399	SLÓ Í GEGN Á RED BULL ACADEMY OG HELDUR PARTÝ Í KVÖLD	sló í gegn á red bull academy og heldur partý í kvöld	sló í gegn á red bull academy heldur og partý í kvöld	C O O O O O O F O O O O	í gegn sló á red bull academy og heldur partý í kvöld	O O F O O O O O C O O O
2400	Mér finnst virkilega erfitt að fylgjast með þróun mála í Helguvík .	mér finnst virkilega erfitt að fylgjast með þróun mála í helguvík	mér finnst virkilega erfitt að með fylgjast þróun mála í helguvík	O C O O O O F O O O O	mér virkilega erfitt að fylgjast með þróun mála í helguvík finnst	O O O O C O O O O O F
2401	Flest fórnarlambanna eru í héruðunum Padenglang , Suður-Lampung og Serang .	flest fórnarlambanna eru í héruðunum padenglang suður-lampung og serang	flest eru fórnarlambanna í héruðunum padenglang suður-lampung og serang	O F O O O O O O O	flest fórnarlambanna í héruðunum padenglang suður-lampung og serang eru	O O O O O O O O F
2402	Svo kerfið virkaði þegar það þurfti að virka , segir Þorsteinn .	svo kerfið virkaði þegar það þurfti að virka segir þorsteinn	svo kerfið virkaði þegar það þurfti að virka segir þorsteinn	O O C O O C O F F O	svo kerfið virkaði þegar það að virka segir þorsteinn þurfti	O O C O O O F C O F
2403	Starfsemi heimahjúkrunar er ört vaxandi og er starfið mjög fjölbreytt og gefandi .	starfsemi heimahjúkrunar er ört vaxandi og er starfið mjög fjölbreytt og gefandi	starfsemi heimahjúkrunar er ört vaxandi og er starfið mjög fjölbreytt og gefandi	O O C O O O C O O O O O	starfsemi heimahjúkrunar ört vaxandi er og er starfið mjög fjölbreytt og gefandi	O O O O F O C O O O O O
2404	Í skýrslunni er lögð er áhersla á mikilvægi þess að grípa í taumana meðan jarðarbúar hafa enn möguleika á því að framleiða mat fyrir alla .	í skýrslunni er lögð er áhersla á mikilvægi þess að grípa í taumana meðan jarðarbúar hafa enn möguleika á því að framleiða mat fyrir alla	í skýrslunni er lögð er áhersla á mikilvægi þess að grípa í taumana meðan jarðarbúar hafa enn möguleika á því að mat framleiða fyrir alla	O O F F O O O O O O C O O O O C O O O O O O F O O	í skýrslunni er lögð er áhersla hafa á grípa framleiða mikilvægi þess að í taumana meðan jarðarbúar enn möguleika á því að mat fyrir alla	O O C C O O F O F F O O O O O O O O O O O O O O O
2405	Reyndar ferðaðist Sigríður í sex vikur af þessum tíma með Margréti systur sinni um Laos , Víetnam , Kambódíu , Malasíu , Singapúr og Bali .	reyndar ferðaðist sigríður í sex vikur af þessum tíma með margréti systur sinni um laos víetnam kambódíu malasíu singapúr og bali	ferðaðist reyndar sigríður í sex vikur af þessum tíma með margréti systur sinni um laos víetnam kambódíu malasíu singapúr og bali	F O O O O O O O O O O O O O O O O O O O O	reyndar sigríður í ferðaðist sex vikur af þessum tíma með margréti systur sinni um laos víetnam kambódíu malasíu singapúr og bali	O O O F O O O O O O O O O O O O O O O O O
2406	Hafi hann viljað hemja hana og koma í veg fyrir að skipta sér af því sem hann væri að gera , segir í dómnum .	hafi hann viljað hemja hana og koma í veg fyrir að skipta sér af því sem hann væri að gera segir í dómnum	hafi hann viljað hana hemja koma og í veg fyrir að skipta sér af því sem hann væri að gera segir í dómnum	C O C O F F O O O O O C O O O O O C O F F O O	koma segir hafi hann hana og í veg fyrir að skipta sér af því sem hann væri hemja að gera í viljað dómnum	F F C O O O O O O O C O O O O O C F O C O F O
2407	Hann kemur frá kúltúr þar sem allt snýst um mat og ekki síður um krydd , segir Ólöf en hún kemur sjálf úr náttúrulækningageiranum .	hann kemur frá kúltúr þar sem allt snýst um mat og ekki síður um krydd segir ólöf en hún kemur sjálf úr náttúrulækningageiranum	hann kemur frá kúltúr þar sem allt snýst um mat og ekki síður um krydd ólöf segir en kemur hún sjálf úr náttúrulækningageiranum	O C O O O O O C O O O O O O O O F O F O O O O	hann frá kúltúr þar sem allt um mat snýst og ekki kemur síður um krydd segir ólöf en hún kemur sjálf úr náttúrulækningageiranum	O O O O O O O O F O O F O O O C O O O C O O O
2408	Embætti saksóknara segir rannsókn enn í gangi , en vera kunni að starfsmenn líkhúsa hafi losað sig við lík þaðan og komið þeim fyrir í gröfinni .	embætti saksóknara segir rannsókn enn í gangi en vera kunni að starfsmenn líkhúsa hafi losað sig við lík þaðan og komið þeim fyrir í gröfinni	embætti saksóknara segir rannsókn enn í gangi en vera að kunni starfsmenn hafi líkhúsa losað sig við lík þaðan og komið þeim fyrir í gröfinni	O O C O O O O O C O F O F O C O O O O O C O O O O	embætti saksóknara rannsókn enn í gangi en vera komið kunni að starfsmenn líkhúsa hafi sig við lík þaðan og þeim segir fyrir í gröfinni losað	O O O O O O O C F C O O O C O O O O O O F O O O F
